Zip;Mean;Pop
58529;54.598;793
5853;47.224;711
58530;68.989;1.310
58531;60.517;346
58532;69.629;322
58533;54.598;1.010
58535;67.695;672
58538;50.047;2.237
58540;54.530;2.279
58541;73.334;385
58542;48.313;395
58544;48.313;583
58545;68.924;3.574
58549;50.068;259
5855;47.231;7.170
58552;48.313;2.124
58554;61.919;20.253
58558;75.113;704
58559;62.211;250
58560;75.113;172
58561;52.388;1.227
58562;53.647;537
58563;58.223;2.110
58564;54.598;136
58565;67.398;283
58566;70.315;178
58568;46.737;564
58569;54.598;115
5857;51.051;1.540
58570;58.797;426
58571;72.752;597
58572;75.113;354
58573;48.313;922
58575;55.843;951
58576;66.948;1.030
58577;67.398;1.804
58579;68.954;1.281
5858;44.350;368
58580;73.334;431
58581;47.578;355
5859;51.044;1.819
5860;49.093;2.557
58601;60.243;19.240
5862;62.051;356
58620;57.338;160
58621;46.288;1.326
58622;55.302;1.639
58623;109.653;2.342
58625;61.089;237
58626;59.645;256
58627;69.464;171
58630;66.064;568
58631;54.634;1.281
58632;46.288;224
58634;87.340;229
58636;60.224;804
58638;55.435;1.098
58639;44.773;1.932
58640;59.645;1.228
58641;60.765;104
58642;60.346;322
58643;58.455;190
58645;68.662;231
58646;49.875;1.300
58647;55.612;1.092
58649;98.711;409
58650;54.752;482
58651;69.004;516
58652;52.536;1.097
58653;123.458;654
58654;46.440;347
58655;51.312;505
58656;54.279;381
5866;47.618;732
5867;47.618;899
5868;51.044;364
58701;60.255;24.691
58703;60.147;20.588
58704;56.922;4.848
58705;56.922;97
58707;58.267;442
5871;51.774;1.638
58710;48.882;569
58711;67.726;223
58712;48.739;174
58713;48.257;41
58716;57.342;129
58718;66.723;981
5872;47.305;789
58721;66.981;604
58722;68.058;1.523
58723;53.055;315
58725;57.527;325
58727;67.309;341
5873;58.496;675
58730;61.799;1.346
58731;53.747;382
58733;68.224;447
58734;61.871;331
58735;63.118;362
58736;48.996;568
58737;67.309;167
5874;51.044;505
58740;67.800;691
58741;48.287;604
58744;48.739;217
58746;56.117;1.660
58748;54.326;182
5875;52.147;454
58750;66.956;550
58752;67.309;241
58755;65.070;133
58756;68.266;249
58757;41.118;791
58758;50.433;297
58759;61.329;761
58760;67.726;285
58761;63.979;1.175
58762;66.626;248
58763;47.019;2.920
58765;61.799;302
58768;61.363;300
58769;74.993;239
58770;68.076;1.278
58771;72.968;475
58772;67.309;157
58773;68.507;744
58775;54.530;351
58776;74.993;217
58778;53.836;167
58779;62.430;442
58781;73.619;711
58782;63.818;500
58783;54.642;410
58784;74.882;1.731
58785;80.823;1.081
58787;63.577;160
58788;48.196;1.250
58789;48.792;364
58790;50.058;1.565
58792;48.739;279
58793;67.726;762
58794;74.993;135
58795;64.715;252
58801;67.305;15.914
58830;64.426;230
58831;64.492;456
58833;61.799;93
58835;86.442;299
58838;63.874;187
58843;65.575;338
58844;61.799;195
58845;62.956;345
58847;89.531;232
58849;65.578;821
58852;66.081;1.615
58853;63.240;339
58854;73.076;2.452
58856;62.882;130
59001;65.489;1.616
59002;92.998;179
59003;49.815;1.210
59006;48.638;846
59007;57.936;121
59008;60.254;382
59010;17.541;47
59011;51.580;2.983
59012;50.779;202
59013;71.424;137
59014;51.887;1.405
59015;84.049;437
59016;44.370;954
59018;55.865;633
59019;65.051;3.367
59020;61.153;132
59022;44.676;1.807
59024;48.211;379
59025;44.254;81
59026;54.788;165
59027;65.488;639
59028;65.108;450
59029;51.917;802
59030;59.918;1.358
59031;44.673;295
59032;52.855;369
59033;51.580;288
59034;45.084;5.075
59035;53.190;220
59036;39.893;1.537
59037;60.402;1.470
59038;1.814;31
59039;47.635;34
5904;44.350;267
59041;56.291;1.860
59043;44.156;2.855
59044;59.432;9.625
59046;44.714;412
59047;53.543;11.868
5905;14.157;264
59050;49.277;1.807
59052;54.470;179
59053;42.242;374
59054;47.266;365
59055;51.580;75
59057;75.149;519
59058;51.538;45
59059;47.151;163
5906;44.350;1.178
59061;65.108;357
59062;50.062;28
59063;66.020;1.656
59064;48.230;255
59065;64.425;138
59066;53.190;682
59067;66.020;251
59068;59.244;3.453
59069;61.931;428
59070;75.153;817
59071;79.541;112
59072;44.859;3.940
59074;44.641;628
59075;53.190;372
59077;51.538;79
59078;40.223;158
59079;73.718;3.073
59081;61.153;25
59082;67.255;28
59085;39.893;112
59086;56.597;795
59088;48.638;1.209
59089;49.275;422
59101;49.536;36.227
59102;61.690;44.605
59105;70.464;23.349
59106;114.519;7.731
59201;51.749;5.074
59211;54.685;164
59212;60.252;347
59213;41.520;736
59214;54.849;137
59215;55.196;1.250
59217;80.488;85
59218;57.408;1.040
59219;57.037;249
59221;118.664;1.549
59222;52.432;256
59223;57.692;324
59225;63.011;625
59226;57.021;455
59230;53.220;4.595
59231;63.011;181
59240;57.869;27
59241;58.036;432
59242;57.037;95
59243;78.361;394
59244;60.874;77
59247;57.037;377
59248;61.606;842
59250;57.869;259
59252;53.901;182
59253;52.432;158
59254;53.938;2.369
59255;40.075;3.678
59256;53.901;67
59257;53.901;87
59258;54.250;142
59259;64.629;410
59260;57.889;164
59261;54.837;563
59262;79.487;671
59263;52.432;1.482
59270;130.226;7.249
59274;54.849;251
59275;118.317;458
59276;52.432;80
59301;48.144;11.381
59311;45.554;202
59312;51.538;45
59313;60.537;2.418
59314;50.062;126
59315;62.326;170
59317;50.062;1.238
59318;51.538;119
59322;51.538;105
59323;72.082;2.435
59324;45.554;943
59326;44.870;264
59327;49.799;2.968
59330;59.490;8.346
59332;45.554;151
59333;58.576;47
59336;64.256;233
59337;51.538;864
59338;65.405;120
59339;62.326;129
59343;50.062;80
59344;60.537;330
59347;53.361;353
59349;44.720;939
59351;53.020;223
59353;54.711;1.068
59354;60.537;33
59401;44.932;14.361
59404;63.019;24.766
59405;49.579;31.648
59410;39.866;722
59411;60.504;508
59412;62.565;1.665
59414;52.848;914
59416;52.415;431
59417;43.196;7.330
59418;54.510;92
59419;47.333;177
59420;54.949;160
59421;70.978;2.013
59422;46.118;2.751
59424;55.796;95
59425;51.327;3.895
59427;54.699;4.876
59430;56.334;556
59432;41.143;115
59433;49.647;713
59434;63.002;522
59436;55.700;1.872
59440;54.106;172
59441;56.439;128
59442;54.545;1.978
59443;60.636;638
59444;51.319;240
59446;50.457;655
59447;53.530;298
59448;41.143;784
59450;50.457;522
59451;56.439;279
59452;53.530;561
59453;43.437;423
59454;54.508;237
59456;50.646;170
59457;48.712;9.162
59460;50.635;252
59461;49.590;34
59462;53.530;200
59463;62.470;190
59464;56.262;493
59465;62.565;95
59466;54.104;118
59467;46.691;239
59468;50.283;597
59469;53.530;168
59471;56.439;438
59472;62.565;621
59474;46.715;3.382
59477;61.388;541
59479;53.530;946
59480;62.565;541
59482;54.508;826
59483;61.313;512
59484;54.508;160
59485;61.313;725
59486;41.284;1.352
59487;60.910;1.217
59489;56.439;330
59501;55.272;13.247
59520;50.457;1.291
59521;51.382;2.850
59522;49.590;1.590
59523;49.956;2.610
59524;46.327;704
59525;56.065;320
59526;41.465;2.560
59527;34.825;1.019
59528;56.065;265
59529;44.451;183
59530;56.065;176
59531;49.791;354
59532;56.065;237
59535;49.962;73
59537;54.535;128
59538;54.535;3.170
59540;56.065;417
59542;44.451;220
59544;54.535;232
59545;49.590;49
59546;54.535;137
59547;49.962;40
59601;59.530;28.037
59602;64.122;18.534
59631;57.096;264
59632;56.899;1.907
59633;61.040;178
59634;92.576;3.968
59635;57.058;6.233
59636;84.186;54
59638;57.096;485
59639;39.337;1.319
59640;61.040;79
59642;43.450;55
59643;54.896;452
59644;48.416;3.399
59645;43.450;1.614
59647;54.896;274
59648;57.892;661
59701;47.261;33.613
59703;61.709;25
59710;50.140;325
59711;48.656;9.282
59713;50.501;239
59714;61.175;10.805
59715;66.441;29.675
59716;70.617;864
59718;69.808;16.916
59720;87.156;135
59721;51.223;374
59722;45.059;5.928
59724;48.758;155
59725;49.478;7.811
59727;58.243;216
59728;50.654;358
59729;87.156;1.769
59730;70.505;1.455
59731;49.603;180
59732;56.575;117
59733;50.654;121
59735;54.805;347
59736;47.714;147
59739;47.584;337
59740;73.847;367
59741;65.134;3.748
59743;60.804;176
59745;71.433;107
59746;57.158;79
59747;54.805;210
59748;61.709;158
59749;50.463;1.414
59750;61.709;286
59751;54.805;181
59752;48.700;2.790
59754;54.469;945
59755;50.140;169
59756;61.094;243
59758;56.206;1.673
59759;48.517;3.230
59760;47.750;308
59761;47.584;306
59762;50.227;225
59801;44.003;28.637
59802;56.355;16.829
59803;73.936;14.173
59804;66.244;7.428
59808;62.891;11.732
59820;68.225;1.218
59821;47.040;2.159
59823;59.210;1.438
59824;44.566;1.715
59825;66.740;2.440
59826;55.824;555
59827;43.085;311
59828;56.254;4.420
59829;56.347;2.720
59830;44.678;109
59831;32.377;448
59832;49.276;756
59833;68.826;4.909
59834;84.553;1.866
59837;49.276;268
59840;53.218;12.078
59841;65.059;740
59842;44.678;99
59843;50.654;242
59844;41.708;557
59845;34.452;1.176
59846;84.553;1.418
59847;125.237;5.061
59848;32.377;89
59851;68.181;197
59853;41.708;731
59854;50.654;259
59855;49.244;990
59856;44.425;359
59858;49.276;1.498
59859;43.755;2.949
59860;48.232;9.224
59863;42.482;122
59864;48.578;5.902
59865;42.599;2.894
59866;44.678;833
59867;44.678;47
59868;55.813;1.941
59870;58.792;8.327
59871;43.085;198
59872;44.923;2.169
59873;41.802;2.717
59874;41.708;1.269
59875;52.924;3.418
59901;56.808;39.068
59910;52.406;267
59911;68.663;6.990
59912;56.453;11.595
59913;51.310;708
59914;52.406;221
59915;52.406;279
59916;51.310;104
59917;45.271;3.530
59918;45.271;500
59919;51.310;929
59920;56.630;1.297
59922;76.999;1.830
59923;42.812;10.019
59925;56.630;788
59926;51.310;406
59927;51.310;311
59928;51.310;91
59929;61.759;176
59930;45.271;815
59931;60.342;253
59932;77.751;1.288
59933;45.271;44
59934;45.598;453
59935;42.236;3.268
59936;51.310;407
59937;62.532;11.300
60002;87.532;24.299
60004;97.960;50.582
60005;92.035;29.308
60007;81.271;33.820
60008;78.385;22.717
6001;145.020;18.385
60010;162.539;43.960
60012;102.492;11.120
60013;110.631;26.872
60014;93.875;48.550
60015;167.006;26.800
60016;69.930;59.690
60018;64.462;30.099
6002;87.236;20.486
60020;71.583;9.825
60021;116.817;5.545
60022;296.519;8.153
60025;123.485;39.105
60026;150.275;13.335
60029;203.699;482
60030;104.385;36.056
60031;106.221;37.947
60033;67.715;13.922
60034;83.277;2.040
60035;172.821;29.763
60040;103.312;5.431
60041;72.806;9.250
60042;79.268;8.547
60043;342.071;2.513
60044;159.284;9.792
60045;251.609;20.925
60046;101.463;35.111
60047;151.640;41.669
60048;142.884;29.095
60050;81.458;31.620
60051;82.744;25.192
60053;85.367;23.260
60056;85.128;55.219
60060;100.976;37.189
60061;122.604;25.748
60062;144.089;39.936
60064;49.458;15.406
60067;112.845;38.585
60068;119.668;37.475
60069;174.269;8.384
60070;70.027;16.001
60071;83.556;3.598
60072;84.208;928
60073;76.073;60.002
60074;86.328;38.985
60076;89.646;33.415
60077;72.885;26.825
60081;94.168;10.079
60083;107.738;9.838
60084;84.189;16.771
60085;53.068;71.714
60087;66.986;26.978
60088;81.460;11.355
60089;116.934;41.533
60090;68.676;37.633
60091;196.711;27.020
60093;270.927;19.570
60096;79.528;6.897
60097;85.257;11.250
60098;74.388;32.228
60099;65.812;31.104
6010;70.651;60.448
60101;72.910;39.119
60102;99.735;30.564
60103;97.658;41.928
60104;63.511;19.038
60106;64.952;20.309
60107;79.014;39.927
60108;90.011;22.735
60109;95.008;560
60110;63.051;33.553
60111;74.994;258
60112;73.280;4.560
60113;54.882;337
60115;51.582;46.272
60118;95.227;15.851
60119;136.364;10.371
60120;68.777;50.955
60123;66.153;47.405
60124;104.526;18.935
60126;119.415;46.371
60129;68.799;242
6013;123.460;9.326
60130;69.491;14.167
60131;62.551;18.097
60133;74.701;38.103
60134;121.034;28.565
60135;70.558;7.248
60136;110.297;7.013
60137;123.087;37.805
60139;78.847;34.381
60140;92.192;14.341
60141;70.914;224
60142;91.609;26.447
60143;97.517;10.360
60144;82.792;58
60145;77.943;2.627
60146;75.670;2.713
60148;79.039;51.468
60150;74.216;1.794
60151;82.849;4.061
60152;76.356;12.533
60153;57.764;24.106
60154;76.037;16.773
60155;66.547;7.927
60156;97.743;28.987
60157;92.057;2.380
6016;81.389;6.226
60160;52.499;25.432
60162;64.937;8.111
60163;64.071;5.209
60164;61.753;22.048
60165;57.452;4.946
60169;75.137;33.847
60171;57.092;10.246
60172;91.511;24.537
60173;83.385;12.217
60174;109.704;30.752
60175;137.076;25.564
60176;61.454;11.795
60177;106.445;22.659
60178;81.320;21.840
6018;61.099;2.865
60180;82.339;1.694
60181;74.743;28.836
60184;133.539;2.448
60185;91.877;36.527
60187;106.140;29.016
60188;87.642;42.656
60189;126.905;30.472
6019;115.473;10.129
60190;103.171;10.663
60191;78.431;14.310
60192;118.336;16.343
60193;85.401;39.188
60194;89.182;19.777
60195;83.141;4.769
60201;108.770;43.125
60202;96.804;31.361
60203;148.930;4.523
6021;94.407;314
6022;134.372;163
6023;98.613;1.296
6024;58.674;647
6026;103.926;5.117
6029;94.609;15.547
60301;85.094;2.539
60302;116.810;32.108
60304;98.315;17.231
60305;174.742;11.172
6031;96.039;1.287
6032;131.533;17.675
6033;127.609;28.762
6035;115.769;7.513
6037;99.502;18.565
6039;109.405;1.942
6040;75.115;35.306
60401;83.497;7.797
60402;60.075;63.448
60403;64.673;17.529
60404;99.183;17.395
60406;48.965;25.460
60407;63.751;1.684
60408;62.909;5.696
60409;52.265;37.186
60410;89.691;12.687
60411;56.964;58.136
60415;56.777;14.139
60416;70.689;9.397
60417;81.551;15.547
60419;59.419;22.788
6042;78.030;22.942
60420;60.423;6.102
60421;76.485;3.968
60422;110.888;9.403
60423;117.332;30.423
60424;63.691;2.440
60425;65.781;9.117
60426;44.937;29.594
60428;55.964;12.203
60429;66.137;15.630
6043;103.528;4.986
60430;84.573;20.094
60431;82.120;22.577
60432;51.831;21.403
60433;52.166;17.160
60435;62.124;48.899
60436;52.651;18.315
60437;74.924;187
60438;61.707;28.884
60439;108.593;22.919
60440;80.729;52.911
60441;76.247;33.605
60442;90.319;9.924
60443;73.168;21.145
60444;75.465;1.761
60445;68.526;26.057
60446;73.490;39.807
60447;85.814;13.709
60448;102.853;24.423
60449;87.814;9.217
60450;75.523;20.332
60451;99.255;34.063
60452;71.445;27.969
60453;71.902;56.855
60455;62.516;16.446
60456;51.799;4.349
60457;67.718;14.049
60458;62.734;14.428
60459;65.875;28.929
60460;62.852;1.522
60461;99.337;4.836
60462;92.026;38.723
60463;98.600;14.671
60464;120.729;9.620
60465;70.353;17.495
60466;56.450;22.115
60467;105.652;26.046
60468;84.169;6.116
60469;53.381;5.930
60470;62.281;616
60471;65.338;14.101
60472;35.948;5.390
60473;68.857;22.439
60474;62.530;760
60475;54.305;9.870
60476;55.398;2.391
60477;78.562;38.161
60478;67.431;16.833
60479;77.708;760
60480;105.520;5.246
60481;68.819;11.851
60482;58.680;11.063
60484;61.747;6.829
60487;99.615;26.928
60490;119.019;20.463
60491;107.037;22.743
60501;54.350;11.626
60502;120.058;21.873
60503;103.330;16.717
60504;84.844;37.919
60505;53.613;76.573
60506;64.460;53.013
6051;42.661;30.519
60510;106.829;28.897
60511;82.764;1.793
60512;92.844;1.111
60513;74.650;19.047
60514;159.185;9.708
60515;116.008;27.503
60516;97.736;29.084
60517;90.703;32.038
60518;59.235;3.580
60519;153.859;88
6052;63.997;7.858
60520;80.534;2.886
60521;240.712;17.597
60523;139.760;9.890
60525;118.292;31.168
60526;96.657;13.576
60527;124.111;27.486
6053;49.914;34.863
60530;65.739;649
60531;71.137;1.861
60532;96.984;27.066
60534;62.139;10.649
60536;88.100;126
60537;78.530;665
60538;81.597;26.619
60539;104.714;341
60540;136.790;42.910
60541;88.406;3.148
60542;96.894;17.099
60543;98.561;36.156
60544;93.181;25.959
60545;72.826;12.940
60546;92.204;15.668
60548;45.148;8.274
60549;72.873;643
60550;65.014;1.440
60551;72.974;5.062
60552;32.514;2.078
60553;66.004;782
60554;118.293;11.796
60555;83.879;13.538
60556;66.126;2.007
60557;73.078;155
60558;164.768;12.960
60559;100.331;24.852
60560;92.050;22.415
60561;96.973;23.115
60563;96.394;35.922
60564;159.944;41.312
60565;139.541;40.524
6057;109.692;6.707
6058;92.343;1.787
60585;119.361;22.311
60586;90.434;46.251
6060;130.296;2.568
60601;133.063;11.110
60602;131.300;1.204
60603;106.284;493
60604;104.005;570
60605;103.954;24.668
60606;111.808;2.308
60607;101.253;23.897
60608;46.901;82.739
60609;44.119;64.906
6061;109.692;169
60610;108.769;37.726
60611;165.061;28.718
60612;52.839;33.472
60613;92.992;48.281
60614;143.293;66.617
60615;65.320;39.354
60616;63.622;48.433
60617;49.689;84.155
60618;74.577;92.084
60619;47.127;63.825
6062;72.961;17.715
60620;46.456;72.216
60621;33.599;35.912
60622;83.856;52.548
60623;41.659;92.108
60624;33.397;38.105
60625;65.687;78.651
60626;53.410;50.139
60628;48.882;72.202
60629;50.263;113.916
6063;93.366;3.285
60630;68.656;54.093
60631;87.229;28.641
60632;50.027;91.326
60633;55.891;12.927
60634;67.169;74.298
60636;36.753;40.916
60637;48.528;49.503
60638;68.423;55.026
60639;50.157;90.407
60640;63.299;65.790
60641;62.558;71.663
60642;83.691;18.480
60643;74.133;49.952
60644;37.032;48.648
60645;62.033;45.274
60646;98.143;27.177
60647;65.050;87.291
60649;39.475;46.650
6065;43.723;413
60651;43.087;64.267
60652;68.088;40.959
60653;46.823;28.393
60654;136.959;14.875
60655;93.638;28.550
60656;67.330;27.613
60657;109.447;65.996
60659;61.169;38.104
6066;74.790;29.219
60660;57.336;42.752
60661;105.715;7.792
6067;84.142;19.709
6068;109.090;1.612
6069;101.073;2.535
6070;146.069;15.104
60706;60.643;23.134
60707;68.021;42.920
6071;45.401;4.140
60712;111.048;12.590
60714;70.257;29.931
6073;159.006;5.651
6074;104.917;25.705
6076;71.919;12.659
6078;115.647;12.413
60803;60.681;22.285
60804;52.123;84.573
60805;76.824;19.852
6081;149.336;1.381
6082;78.237;44.654
60827;43.569;27.946
6084;118.141;15.067
6085;96.317;7.276
6088;65.592;4.936
6089;139.619;2.813
6090;130.951;1.232
60901;50.063;37.157
60910;68.029;538
60911;64.662;1.372
60912;62.596;599
60913;72.704;1.617
60914;70.899;29.107
60915;58.190;10.774
60917;70.855;574
60918;70.017;898
60919;61.473;558
6092;171.363;4.203
60920;63.521;178
60921;58.934;1.519
60922;68.410;2.459
60924;68.527;1.635
60926;68.495;67
60927;64.675;2.404
60928;64.974;709
60929;63.360;730
6093;110.910;3.322
60930;64.660;918
60931;62.596;615
60932;52.457;78
60933;59.167;302
60934;63.521;273
60935;71.500;1.064
60936;56.731;4.321
60938;58.217;2.131
60940;68.363;3.369
60941;71.324;2.039
60942;48.337;6.181
60945;62.596;153
60946;58.314;426
60948;69.292;1.533
60949;58.068;636
6095;92.275;29.079
60950;68.799;12.168
60951;63.426;961
60952;63.663;684
60953;61.430;2.469
60954;58.997;6.104
60955;60.349;1.901
60957;56.144;5.615
60958;28.750;2.135
60959;57.867;1.082
6096;71.015;12.498
60960;54.162;1.064
60961;70.229;700
60962;58.979;524
60963;54.173;1.807
60964;65.464;4.968
60966;54.637;1.526
60968;67.858;433
60969;71.500;65
60970;47.495;7.190
60973;60.125;385
60974;53.797;283
6098;69.857;12.426
61001;57.254;1.179
61006;68.266;1.759
61007;63.568;534
61008;69.270;34.311
61010;72.245;8.032
61011;83.733;2.945
61012;68.986;2.175
61013;68.182;528
61014;66.988;1.173
61015;80.143;946
61016;80.833;4.837
61018;58.618;1.080
61019;63.184;3.550
61020;61.524;3.108
61021;61.141;23.745
61024;70.564;2.620
61025;60.041;4.867
61027;56.015;52
61028;57.089;1.989
6103;97.575;1.410
61030;61.643;2.205
61031;85.413;1.656
61032;50.951;31.651
61036;71.737;6.821
61037;66.932;140
61038;87.478;1.354
61039;64.561;802
61041;55.058;1.327
61042;60.288;527
61043;61.426;131
61044;55.740;232
61046;62.178;2.831
61047;81.126;1.711
61048;55.577;4.360
61049;61.426;585
6105;47.919;19.392
61050;57.707;376
61051;70.658;1.574
61052;61.426;1.148
61053;66.623;2.852
61054;57.292;3.973
61057;86.318;168
61059;57.254;141
6106;39.854;39.902
61060;57.767;1.432
61061;63.410;7.009
61062;56.174;1.983
61063;65.755;4.132
61064;61.234;3.868
61065;90.143;11.156
61067;64.263;811
61068;57.471;14.858
6107;133.255;18.786
61070;58.486;1.130
61071;51.586;14.381
61072;77.539;11.797
61073;91.810;20.052
61074;45.786;4.431
61075;58.003;958
61077;63.568;73
61078;62.081;1.374
61079;70.535;188
6108;56.129;24.307
61080;67.501;10.599
61081;57.731;21.934
61084;71.432;3.175
61085;54.887;3.443
61087;57.240;1.670
61088;80.420;6.020
61089;54.841;867
6109;88.478;26.668
61091;61.217;63
6110;71.376;12.650
61101;39.463;21.593
61102;44.757;20.538
61103;50.193;24.578
61104;30.876;19.269
61107;72.399;30.439
61108;58.524;28.550
61109;53.930;28.331
6111;80.093;30.562
61111;60.535;23.492
61112;81.031;86
61114;92.024;15.776
61115;59.942;23.180
6112;43.676;22.879
6114;42.584;27.449
6117;131.290;17.267
6118;64.158;26.956
6119;85.166;15.474
6120;25.025;9.668
61201;54.079;39.116
61230;75.692;1.232
61231;55.273;5.627
61232;71.380;1.284
61234;70.984;1.258
61235;64.558;1.391
61236;62.122;193
61238;59.766;3.247
61239;62.122;1.219
61240;78.151;5.870
61241;59.915;7.124
61242;79.664;1.145
61243;53.302;264
61244;53.914;24.053
61250;57.275;2.737
61251;57.585;347
61252;63.829;5.436
61254;75.238;11.414
61256;58.186;1.822
61257;79.664;1.210
61258;62.876;204
61259;76.636;1.276
61260;64.788;856
61261;57.606;975
61262;67.986;1.188
61263;70.493;530
61264;60.536;10.548
61265;62.183;45.099
61270;60.058;7.306
61272;64.480;1.504
61273;82.013;3.316
61274;58.934;351
61275;79.368;4.347
61276;70.493;138
61277;57.035;3.355
61278;79.664;412
61279;74.813;1.061
61281;70.519;2.597
61282;46.314;7.809
61283;53.992;1.640
61284;74.159;2.292
61285;57.259;1.631
61301;57.338;10.588
61310;53.874;3.970
61311;57.321;232
61312;54.441;474
61313;55.404;282
61314;58.496;807
61315;49.022;322
61316;44.352;282
61317;59.604;513
61318;62.128;700
61319;60.609;1.293
61320;75.828;710
61321;58.304;282
61322;49.022;1.647
61323;48.618;111
61324;86.318;109
61325;73.174;1.073
61326;58.186;2.452
61327;73.607;1.235
61328;59.604;42
61329;75.828;1.303
61330;58.802;1.483
61331;53.423;55
61332;58.304;134
61333;65.354;381
61334;58.873;741
61335;73.928;532
61336;71.104;628
61337;48.716;478
61338;56.156;284
61340;58.049;292
61341;63.348;8.234
61342;66.745;9.216
61344;58.390;374
61345;58.222;846
61346;56.156;75
61348;55.362;4.696
61349;59.185;977
61350;61.911;24.246
61353;61.848;1.333
61354;62.702;10.870
61356;56.027;11.281
61358;58.693;478
61359;49.022;312
61360;65.974;3.393
61361;58.308;1.409
61362;56.809;5.911
61363;58.049;220
61364;53.296;20.133
61367;58.949;864
61368;59.509;1.489
61369;60.132;1.711
61370;62.533;1.460
61372;57.351;145
61373;71.731;2.031
61374;59.604;119
61375;60.668;1.156
61376;56.370;2.280
61377;60.309;1.457
61378;62.460;512
61379;59.074;1.359
61401;45.589;34.788
61410;50.964;3.912
61411;50.859;378
61412;57.721;1.321
61413;58.195;1.075
61414;52.795;854
61415;49.755;1.747
61416;50.859;235
61417;56.577;259
61418;59.990;673
61419;58.195;128
61420;52.346;1.067
61421;55.277;1.392
61422;45.848;3.416
61423;57.850;682
61424;63.091;100
61425;57.055;483
61426;76.973;107
61427;53.047;2.329
61428;63.201;986
61430;71.712;828
61431;47.309;371
61432;60.508;676
61433;53.198;74
61434;52.529;3.312
61435;57.850;116
61436;61.480;951
61437;59.940;818
61438;52.704;760
61439;67.107;269
61440;50.652;766
61441;52.929;897
61442;62.925;762
61443;46.070;14.214
61447;49.008;924
61448;58.008;3.823
61449;55.585;512
61450;49.858;1.742
61451;67.266;393
61452;47.088;293
61453;47.543;781
61454;51.585;725
61455;38.766;22.086
61458;56.214;822
61459;52.179;433
61460;51.585;291
61462;46.702;11.643
61465;57.760;1.213
61466;57.736;342
61467;53.829;1.048
61468;58.195;104
61469;45.114;2.184
61470;45.712;547
61471;51.585;140
61472;57.109;648
61473;56.008;1.667
61474;54.275;292
61475;57.307;205
61476;62.805;407
61477;52.120;631
61478;55.319;290
61479;71.252;165
61480;51.681;1.324
61482;52.954;650
61483;57.383;1.961
61484;48.390;825
61485;53.246;560
61486;57.736;1.552
61488;67.107;1.120
61489;53.424;900
61490;58.029;1.091
61491;75.116;2.197
61501;48.279;1.921
61516;55.084;661
61517;87.885;3.259
61519;53.198;233
61520;49.698;17.839
61523;68.133;11.204
61524;51.778;262
61525;106.043;9.021
61526;85.790;1.088
61528;99.931;2.668
61529;71.556;2.880
61530;62.397;6.713
61531;53.470;3.379
61532;57.598;534
61533;70.357;2.427
61534;66.655;1.737
61535;83.931;1.629
61536;76.905;2.919
61537;51.947;2.974
61539;71.067;205
61540;60.861;2.916
61541;60.128;136
61542;47.684;3.794
61543;51.778;151
61544;49.762;713
61546;65.416;4.276
61547;73.407;3.779
61548;93.431;11.777
61550;88.359;17.721
61552;119.615;239
61553;60.568;213
61554;56.609;43.810
61559;71.498;3.332
61560;73.757;754
61561;69.485;2.710
61562;64.421;46
61563;51.778;526
61564;55.257;1.077
61565;63.933;1.504
61567;67.182;624
61568;74.622;4.459
61569;71.026;1.220
61570;12.621;392
61571;70.942;23.744
61572;53.250;1.068
61602;46.827;1.055
61603;45.712;17.600
61604;52.403;31.647
61605;32.298;16.303
61606;68.527;8.051
61607;63.052;10.941
61610;51.149;5.476
61611;68.995;25.268
61614;83.380;27.628
61615;97.547;22.432
61616;64.774;6.116
61625;90.546;385
61701;54.305;36.105
61704;99.885;35.981
61705;94.969;12.263
61720;71.784;236
61721;61.001;613
61722;67.932;549
61723;64.101;2.321
61724;73.959;536
61725;86.804;1.547
61726;61.976;2.544
61727;57.189;10.015
61728;71.456;1.410
61729;85.443;1.073
61730;72.096;379
61731;61.200;280
61732;87.320;2.096
61733;77.236;1.124
61734;66.904;2.867
61735;61.802;420
61736;86.823;1.808
61737;67.471;516
61738;70.204;4.212
61739;64.035;4.897
61740;65.354;1.634
61741;67.808;1.746
61742;83.817;1.144
61743;65.326;212
61744;77.678;2.031
61745;87.113;4.408
61747;60.833;1.560
61748;79.545;2.782
61749;71.640;556
61750;61.802;133
61751;63.807;124
61752;67.625;4.339
61753;65.043;3.012
61754;91.664;1.261
61755;75.599;4.669
61756;64.090;2.337
61759;60.833;1.534
61760;59.113;2.542
61761;57.597;52.879
61764;58.754;14.460
61769;68.514;619
61770;67.464;1.108
61771;74.164;860
61772;91.724;351
61773;64.294;477
61774;93.489;962
61775;57.965;307
61776;79.332;1.409
61777;64.524;952
61778;72.041;683
61801;43.500;30.937
61802;57.161;19.052
61810;61.439;361
61811;61.524;703
61812;56.700;375
61813;51.353;1.971
61814;68.950;1.157
61815;63.981;228
61816;76.622;509
61817;64.065;2.583
61818;66.233;1.665
61820;36.859;36.964
61821;62.335;30.174
61822;96.242;21.608
61830;66.276;478
61831;61.395;157
61832;44.905;37.290
61833;46.501;2.124
61834;54.360;8.454
61839;72.930;586
61840;76.925;709
61841;61.806;1.386
61842;56.346;2.984
61843;75.942;2.363
61844;58.586;970
61845;75.141;364
61846;46.334;5.101
61847;58.014;1.256
61848;61.395;227
