Zip;Mean;Pop
34108;132.424;16.874
34109;97.888;23.338
34110;114.196;20.762
34112;65.382;27.002
34113;79.250;17.971
34114;73.886;13.653
34116;54.719;30.005
34117;87.933;14.250
34119;101.088;25.756
34120;75.220;26.147
34134;131.259;14.112
34135;81.350;37.315
34137;64.359;227
34138;64.359;359
34139;64.359;561
34140;100.794;273
34141;63.745;226
34142;38.484;27.304
34145;113.717;16.407
34201;108.008;3.682
34202;108.825;19.816
34203;58.386;34.862
34205;51.134;29.656
34207;42.574;29.728
34208;49.163;33.121
34209;71.901;31.816
34210;68.201;15.916
34211;96.436;2.775
34212;93.955;15.146
34215;65.324;768
34216;103.620;1.503
34217;88.386;5.007
34219;85.501;17.135
34221;53.652;39.457
34222;51.968;11.952
34223;60.968;16.875
34224;54.982;15.394
34228;174.305;6.888
34229;117.017;7.192
34231;67.172;30.268
34232;64.628;30.969
34233;69.617;16.653
34234;48.214;19.788
34235;64.601;13.640
34236;70.676;8.139
34237;43.769;16.304
34238;94.634;17.500
34239;66.676;15.038
34240;108.418;11.501
34241;106.025;13.590
34242;116.640;8.865
34243;67.437;26.115
34251;76.292;6.351
34266;46.138;31.055
34268;45.822;220
34269;48.838;3.615
34275;72.905;16.245
34285;61.926;17.599
34286;61.921;17.970
34287;50.195;23.859
34288;62.201;10.856
34289;62.201;2.199
34291;58.146;7.125
34292;71.399;13.516
34293;57.937;33.001
3431;64.159;24.237
3440;66.225;2.487
3441;48.336;312
3442;77.729;1.409
34420;50.162;16.287
34428;52.461;9.109
34429;55.772;8.563
3443;100.196;695
34431;47.823;7.815
34432;52.805;12.273
34433;55.830;6.647
34434;49.171;8.191
34436;51.462;7.938
3444;74.292;1.473
34442;41.831;10.754
34445;46.564;44
34446;48.289;16.326
34448;42.434;10.797
34449;41.326;2.809
3445;74.292;755
34450;46.024;10.293
34452;44.584;11.919
34453;46.473;10.112
3446;62.433;5.949
34461;51.361;9.189
34465;48.162;14.562
3447;76.203;2.151
34470;44.969;17.838
34471;70.961;25.152
34472;48.654;25.968
34473;48.668;17.029
34474;58.713;16.062
34475;38.103;12.177
34476;56.112;20.862
34479;49.460;13.032
3448;68.978;802
34480;75.627;19.068
34481;48.744;17.536
34482;47.908;21.612
34484;56.620;3.069
34488;42.130;10.291
3449;93.445;1.738
34491;53.218;27.454
34498;40.301;513
3450;74.292;1.065
3451;50.539;4.118
3452;71.304;5.477
3455;65.606;2.036
3456;68.978;749
3457;74.292;698
3458;86.328;6.274
34601;52.986;22.336
34602;55.309;6.279
34604;65.826;10.003
34606;46.725;26.208
34607;70.135;8.133
34608;47.867;31.099
34609;61.431;37.129
3461;78.731;5.444
34610;57.700;12.907
34613;46.288;17.814
34614;57.583;6.692
3462;100.196;1.607
34637;86.342;6.297
34638;75.387;20.048
34639;79.271;24.092
3464;74.292;876
3465;65.536;1.969
34652;47.128;24.147
34653;44.483;30.756
34654;62.004;21.716
34655;75.766;38.464
3466;100.196;1.259
34661;60.092;297
34667;46.522;29.856
34668;41.458;42.619
34669;53.039;12.648
3467;100.196;1.722
34677;82.948;20.842
34681;84.625;1.294
34683;80.853;31.268
34684;65.673;25.847
34685;105.498;17.286
34688;113.351;7.274
34689;61.906;26.132
34690;44.440;13.137
34691;49.377;21.079
34695;77.085;17.496
34698;60.078;37.240
3470;54.386;4.840
34705;65.772;2.500
34711;77.458;51.847
34714;55.578;14.685
34715;64.727;15.455
34731;54.344;10.815
34734;75.468;3.835
34736;60.033;13.961
34737;71.665;2.523
34739;60.891;793
34741;43.048;40.828
34743;51.287;33.632
34744;57.085;44.142
34746;63.350;35.022
34747;91.782;13.340
34748;53.207;38.246
34753;56.365;5.353
34756;81.549;3.006
34758;54.620;30.879
34759;52.870;30.167
34760;66.801;875
34761;76.320;37.500
34762;57.052;622
34769;53.912;21.399
34771;66.746;14.280
34772;62.857;22.770
34773;61.089;2.983
34785;29.473;11.009
34786;125.896;28.092
34787;86.990;46.083
34788;56.347;17.519
34797;63.870;1.293
34945;58.116;5.514
34946;43.481;6.025
34947;37.954;12.186
34949;78.243;7.103
34950;36.840;15.436
34951;53.678;14.115
34952;53.253;38.285
34953;62.025;61.494
34956;45.987;9.874
34957;65.106;22.257
34972;48.779;20.180
34974;57.687;23.661
34981;48.828;4.239
34982;52.716;24.544
34983;59.070;38.480
34984;67.283;13.764
34986;72.132;23.297
34987;127.070;6.118
34990;98.878;27.707
34994;57.277;15.967
34996;112.385;10.649
34997;84.010;40.405
35004;60.784;10.427
35005;54.407;7.942
35006;65.892;3.121
35007;74.731;26.225
35010;53.304;20.816
35013;54.294;124
35014;43.607;4.546
35016;53.635;16.778
35019;51.629;2.117
35020;34.847;27.139
35022;77.542;18.888
35023;58.417;25.436
35031;48.683;7.933
35032;47.214;66
35033;49.148;3.403
35034;44.034;5.541
35035;56.315;1.581
35036;66.965;297
35040;67.836;14.965
35042;49.577;5.831
35043;88.139;9.234
35044;47.447;7.713
35045;50.566;14.870
35046;54.039;5.108
35049;56.090;3.996
35051;66.043;8.787
35052;54.690;277
35053;48.866;2.617
35054;65.863;4.101
35055;51.447;19.427
35057;53.575;12.630
35058;52.263;9.936
35060;54.826;414
35061;52.305;1.465
35062;58.242;7.944
35063;44.353;3.866
35064;43.786;11.458
35068;59.520;7.232
35070;47.866;265
35071;69.844;15.661
35072;42.509;5.193
35073;55.201;2.382
35074;63.303;93
35077;46.813;13.142
35078;66.863;2.082
35079;59.978;8.810
35080;83.814;15.881
35082;43.882;7
35083;51.421;3.268
35085;55.583;8.933
35087;52.588;2.115
35089;41.324;2.238
35091;68.767;2.719
35094;61.067;14.212
35096;44.745;7.815
35097;56.902;1.748
35098;52.030;1.375
35111;74.918;16.140
35112;62.995;801
35114;76.801;7.172
35115;56.778;14.118
35116;63.667;4.240
35117;69.934;5.367
35118;54.883;3.138
35119;56.808;116
35120;60.754;13.842
35121;54.324;15.570
35124;84.442;22.983
35125;51.287;10.456
35126;71.101;21.725
35127;70.345;10.099
35128;60.480;10.197
35130;53.017;3.233
35131;54.748;4.159
35133;57.012;3.907
35135;54.027;1.812
35136;49.999;1.796
35139;66.965;150
35143;54.389;3.281
35146;62.184;10.948
35147;85.568;5.468
35148;44.129;2.702
35149;42.426;630
35150;44.923;18.472
35151;55.164;7.632
35160;44.009;26.822
35171;57.187;3.281
35172;58.289;2.986
35173;85.631;25.176
35175;70.572;5.041
35176;56.517;921
35178;58.883;3.378
35179;50.930;8.958
35180;64.629;13.794
35183;58.916;706
35184;55.645;5.841
35186;63.106;4.931
35187;44.125;32
35188;61.977;2.715
35203;35.805;3.798
35204;33.696;10.337
35205;47.503;19.686
35206;40.912;17.177
35207;34.497;9.010
35208;40.609;14.855
35209;67.735;29.544
35210;82.592;13.952
35211;40.992;26.236
35212;38.135;11.539
35213;145.100;13.185
35214;48.886;19.592
35215;50.412;46.951
35216;80.358;36.408
35217;38.049;13.729
35218;36.587;7.353
35221;36.391;4.834
35222;76.867;7.884
35223;186.195;11.043
35224;42.436;6.094
35226;92.312;31.471
35228;43.321;10.419
35229;60.237;940
35233;22.194;1.308
35234;30.848;6.311
35235;62.610;19.484
35242;133.760;49.545
35243;115.914;17.328
35244;99.707;32.390
35254;46.149;1.403
35401;26.527;39.878
35404;46.376;21.251
35405;59.702;37.661
35406;116.240;13.864
35441;39.514;1.060
35442;36.310;4.972
35443;35.496;2.009
35444;60.426;3.699
35446;50.342;2.234
35447;37.003;3.460
35452;58.526;3.880
35453;61.470;11.127
35456;68.310;3.759
35457;57.108;82
35458;57.108;594
35459;19.882;592
35460;7.550;215
35461;38.709;1.952
35462;37.350;5.061
35463;64.905;1.749
35464;29.785;654
35466;46.305;6.075
35469;45.849;221
35470;1.253;216
35473;66.066;14.909
35474;56.199;6.180
35475;69.900;14.507
35476;47.457;8.106
35477;29.285;335
35480;59.101;1.343
35481;35.498;3.668
35490;68.368;3.857
35501;51.337;10.424
35503;54.592;9.068
35504;61.371;13.596
35540;47.245;2.415
35541;52.158;3.597
35542;38.908;1.021
35543;46.386;1.137
35544;43.605;673
35545;45.379;100
35546;43.421;3.901
35548;41.778;1.558
35549;41.286;4.341
35550;43.236;5.605
35552;47.413;1.044
35553;42.121;4.680
35554;44.115;1.186
35555;44.046;10.177
35559;43.089;57
35563;47.996;4.340
35564;38.861;2.361
35565;44.922;13.485
35570;43.067;11.145
35571;46.170;895
35572;50.460;1.131
35574;41.222;1.507
35575;41.796;1.018
35576;40.083;3.217
35577;41.796;38
35578;41.965;5.833
35579;44.935;3.136
35580;51.714;3.791
35581;47.097;5.778
35582;45.268;4.093
35584;51.624;460
35585;52.416;1.418
35586;46.536;4.469
35587;51.541;1.025
35592;55.460;4.664
35593;48.954;1.931
35594;48.735;7.794
35601;49.602;34.434
35603;63.215;30.545
3561;53.312;5.864
35610;61.414;2.252
35611;54.413;25.251
35613;71.061;20.546
35614;53.153;7.456
35615;81.393;68
35616;45.542;4.043
35618;43.570;1.870
35619;55.733;5.135
35620;54.811;8.868
35621;55.898;2.852
35622;49.269;7.388
35630;43.603;32.629
35633;53.416;20.877
35634;70.640;9.711
35640;60.778;24.267
35643;45.274;2.941
35645;60.792;14.060
35646;45.713;4.635
35647;66.137;1.030
35648;54.339;3.635
35649;81.393;68
35650;49.332;13.971
35651;52.601;1.312
35652;57.377;8.190
35653;46.132;11.150
35654;44.476;8.685
35660;45.120;9.042
35661;58.393;16.617
35670;54.337;7.676
35671;68.026;2.107
35672;49.685;6.445
35673;54.892;8.199
35674;48.794;18.475
35677;44.392;1.921
3570;45.740;10.270
35739;57.103;5.146
3574;67.369;2.201
35740;48.138;3.482
35741;100.514;2.933
35744;46.563;2.570
35745;43.504;288
35746;44.653;856
35747;57.891;5.901
35748;66.312;6.276
35749;89.550;20.575
3575;70.341;59
35750;60.089;12.783
35751;43.504;265
35752;48.418;2.047
35754;68.351;5.362
35755;41.694;586
35756;82.359;9.016
35757;94.742;12.840
35758;101.293;41.875
35759;73.564;6.406
3576;47.521;3.475
35760;51.020;5.065
35761;70.081;11.630
35763;112.136;14.216
35764;43.546;653
35765;37.860;4.013
35766;43.504;150
35768;43.790;11.581
35769;55.637;9.537
35771;46.519;3.645
35772;44.526;4.908
35773;65.541;13.018
35774;43.504;165
35775;68.346;636
35776;45.413;3.395
3579;44.965;372
3580;66.182;1.193
35801;88.881;21.509
35802;93.372;21.297
35803;82.328;25.471
35805;31.714;22.498
35806;81.779;18.951
35808;66.199;1.946
3581;61.600;3.271
35810;47.009;30.617
35811;67.417;25.955
35816;39.203;15.228
3582;41.166;2.715
35824;89.492;6.070
3583;70.341;1.005
3584;64.494;3.512
3585;61.591;2.414
3586;67.369;535
3588;55.843;1.640
35896;63.876;636
3590;42.695;1.236
35901;53.541;20.045
35903;44.908;18.088
35904;38.306;14.194
35905;61.090;6.410
35906;60.247;9.897
35907;79.982;8.345
3592;46.857;1.146
3593;70.341;338
3595;70.341;600
35950;46.106;20.826
35951;46.812;13.098
35952;43.216;7.727
35953;55.021;7.319
35954;43.580;12.416
35956;45.205;8.842
35957;44.969;15.693
35958;42.640;3.582
35959;49.628;4.836
35960;50.736;10.087
35961;44.950;6.514
35962;46.709;8.300
35963;44.660;1.704
35966;45.240;3.914
35967;49.321;16.630
35968;50.481;4.575
3597;46.726;389
35971;42.269;4.914
35972;46.182;1.139
35973;44.355;2.870
35974;44.929;1.589
35975;41.056;1.058
35976;54.227;16.272
35978;49.546;5.390
35979;47.940;1.398
3598;53.959;2.966
35980;48.210;5.161
35981;51.577;2.141
35983;51.707;3.738
35984;39.978;1.889
35986;46.081;7.744
35987;51.971;2.666
35988;46.036;1.940
35989;46.444;3.573
35990;39.190;38
36003;45.819;1.975
36005;52.603;1.522
36006;51.471;1.313
36009;50.768;2.566
3601;63.858;398
36010;37.631;4.677
36013;110.052;562
36016;41.815;5.150
36017;35.244;3.318
3602;67.702;2.584
36020;55.661;1.123
36022;66.071;13.092
36024;60.289;5.428
36025;58.702;5.729
36026;55.078;1.089
36027;33.951;13.277
36028;51.033;1.746
36029;56.941;723
3603;54.965;5.027
36030;49.820;491
36031;33.599;156
36032;38.169;2.339
36033;36.186;4.291
36034;44.562;807
36035;49.324;1.913
36036;53.949;2.003
36037;41.804;14.074
36038;51.462;57
36039;46.933;253
3604;62.174;29
36040;43.184;3.976
36041;52.489;1.318
36042;49.216;1.500
36043;53.715;3.666
36046;55.795;1.490
36047;44.969;1.396
36048;39.693;1.459
36049;44.499;5.706
3605;63.213;971
36051;54.316;2.304
36052;94.656;739
36053;32.317;1.630
36054;67.499;15.066
36064;98.248;6.753
36066;69.548;19.089
36067;65.310;26.954
36069;59.188;1.935
3607;63.858;316
36071;45.708;766
36075;50.788;2.226
36078;57.270;13.179
36079;47.767;9.339
3608;62.174;2.887
36080;61.751;2.271
36081;44.830;15.267
36082;46.293;1.667
36083;40.492;9.563
36088;45.662;4.767
36089;48.532;8.760
3609;62.174;672
36091;45.032;3.648
36092;54.814;20.274
36093;85.739;9.456
36104;32.968;9.468
36105;39.163;12.043
36106;79.508;15.211
36107;41.883;9.589
36108;34.479;21.306
36109;62.532;24.777
36110;40.110;12.997
36111;78.016;12.176
36112;90.369;553
36113;90.369;1.902
36115;59.076;623
36116;54.626;43.790
36117;81.904;50.268
36201;33.752;20.150
36203;60.702;18.799
36205;37.891;635
36206;53.624;11.427
36207;62.384;19.801
36250;56.800;4.603
36251;42.973;5.103
36255;42.741;969
36256;51.943;1.570
36258;43.875;1.599
36260;47.929;4.247
36262;44.916;1.448
36263;47.780;658
36264;45.515;8.659
36265;48.082;21.060
36266;47.309;5.582
36267;43.882;35
36268;54.267;5.432
36269;46.488;1.395
36271;54.032;6.023
36272;44.907;13.389
36273;50.189;2.914
36274;47.195;10.599
36276;40.736;2.224
36277;46.622;5.420
36278;56.582;4.366
36279;54.009;2.645
36280;50.088;3.932
36301;48.804;35.759
36303;56.976;30.217
36305;79.637;14.470
36310;44.780;6.783
36311;50.297;2.770
36312;50.541;6.187
36313;39.347;285
36314;49.710;595
36316;50.591;1.722
36317;42.590;590
36318;43.952;1.296
36319;44.533;2.276
36320;50.393;3.837
36321;50.621;1.632
36322;53.727;9.072
36323;44.580;8.255
36330;60.715;35.530
36340;49.369;5.490
36343;48.008;1.579
36344;48.324;5.732
36345;53.148;7.822
36346;44.448;1.456
36350;54.496;6.540
36351;57.589;3.146
36352;61.563;4.885
36353;54.808;1.968
36360;52.958;20.157
36362;54.419;4.637
36370;47.856;972
36371;60.562;720
36373;49.072;581
36374;57.614;970
36375;46.813;7.390
36376;47.720;2.445
36401;40.452;8.277
36420;54.546;10.673
36421;50.705;9.241
36425;1.898;67
36426;42.754;16.202
36432;39.092;2.420
36435;42.059;579
36436;44.663;531
36439;39.917;583
36441;40.370;3.576
36442;43.106;3.555
36444;28.536;702
36445;45.184;5.050
36446;46.508;490
36451;37.894;4.977
36453;38.728;2.198
36454;45.470;51
36455;41.532;465
36456;38.626;1.820
36460;45.588;10.738
36467;44.025;10.058
36470;56.070;98
36471;24.308;1.029
36473;45.470;106
36474;45.534;2.926
36475;42.721;2.208
36476;45.418;51
36477;34.270;4.946
36480;45.091;1.773
36481;29.972;593
36482;37.913;1.090
36483;49.523;536
36502;44.538;18.355
36505;62.696;1.481
36507;57.994;19.090
36509;41.160;1.983
36511;55.126;764
36512;40.947;46
36513;39.502;555
36518;51.910;2.842
36521;56.685;5.431
36522;50.263;7.183
36523;49.580;2.818
36524;29.758;1.232
36525;55.681;1.935
36526;75.845;27.890
36527;88.515;12.109
36528;58.147;1.237
36529;55.689;478
36530;51.351;6.873
36532;71.418;27.829
36535;54.496;26.767
36538;50.940;374
36539;55.689;802
36540;43.979;691
36541;61.862;15.647
36542;67.801;12.705
36543;44.372;66
36544;46.944;12.476
36545;52.978;9.941
36548;53.812;1.136
36549;50.748;4.271
36550;54.320;217
36551;60.242;8.258
36553;39.330;3.575
36555;55.126;654
36556;39.266;308
36558;47.467;3.854
36559;78.231;233
36560;40.947;3.690
36561;93.583;5.808
36562;49.245;1.596
36564;80.437;107
36567;58.098;12.672
36568;46.399;162
36569;52.875;928
36571;55.458;14.423
36572;60.678;6.340
36574;58.147;1.341
36575;55.059;18.345
36576;57.789;4.143
36578;61.969;1.749
36579;54.320;1.590
36580;52.067;5.420
36581;53.812;224
36582;49.737;24.624
36583;53.085;639
36584;55.689;772
36585;53.064;972
36587;54.821;12.053
36590;37.390;20
36602;53.665;1.057
36603;28.734;7.922
36604;50.415;10.456
36605;38.895;30.111
36606;43.151;18.733
36607;42.769;6.852
36608;74.790;33.607
36609;51.797;25.846
36610;26.901;13.209
36611;41.488;6.106
36612;28.532;4.541
36613;49.715;12.749
36615;38.654;391
36616;21.714;27
36617;34.883;13.967
36618;50.251;16.737
36619;59.319;14.269
36693;75.205;17.847
36695;78.193;45.118
36701;47.769;24.268
36703;34.436;13.643
36720;24.688;784
36722;39.690;472
36723;24.688;230
36726;32.692;4.814
36727;32.729;61
36728;32.923;461
36732;51.171;8.395
36736;37.686;1.207
36738;39.625;952
36740;36.384;1.328
36742;38.186;2.554
36744;37.858;7.419
36748;40.378;3.260
36749;49.242;1.089
36750;51.829;2.901
36751;34.901;945
36752;48.420;1.644
36753;10.885;22
36754;39.264;344
36756;38.582;6.165
36758;50.153;1.412
36759;32.367;1.501
36761;28.908;1.161
36763;39.337;139
36765;35.255;1.294
36766;42.059;25
36767;27.800;2.012
36768;38.330;1.032
36769;39.242;3.014
36773;27.403;512
36775;31.108;800
36776;48.012;1.489
36782;43.935;2.405
36783;40.958;945
36784;47.714;7.754
36785;45.958;1.165
36786;30.461;3.365
36790;50.704;139
36792;55.631;1.169
36793;50.504;568
36801;49.715;22.214
36804;53.125;16.861
36830;65.026;33.201
36832;44.865;22.071
36849;36.206;3.150
36850;42.302;2.611
36852;49.847;2.129
36853;57.028;8.269
36854;42.261;14.576
36856;50.470;3.719
36858;36.934;441
36859;45.129;34
36860;34.890;1.580
36861;65.280;3.264
36862;36.016;5.811
36863;38.425;11.403
36865;68.852;23
36866;46.383;3.955
36867;47.650;22.210
36869;40.795;18.751
36870;59.164;18.783
36871;44.915;1.277
36874;60.312;7.901
36875;46.956;4.622
36877;63.915;11.414
36879;62.370;2.114
36901;31.709;329
36904;46.073;4.098
36907;38.763;1.930
36908;45.975;2.417
36910;32.725;35
36912;33.129;2.017
36913;45.964;53
36915;45.964;627
36916;32.725;709
36919;43.742;2.143
36921;46.018;1.035
36922;33.454;656
36925;31.010;3.015
37010;85.494;4.679
37012;44.978;2.292
37013;57.955;78.406
37014;86.441;1.855
37015;54.890;16.790
37016;49.779;793
37018;47.709;2.187
37019;54.639;694
37020;31.726;2.575
37022;60.986;5.469
37023;50.009;1.811
37025;52.985;6.226
37026;43.958;2.201
37027;157.725;49.035
37028;50.009;676
37029;67.687;5.628
37030;55.224;6.982
37031;64.241;3.712
37032;67.728;4.493
37033;47.751;7.805
37034;61.299;6.591
37035;67.926;3.766
37036;52.483;5.862
37037;64.152;6.312
37040;51.505;44.924
37042;52.880;66.916
37043;73.060;39.945
37046;88.031;3.665
37047;53.497;2.345
37048;61.097;5.912
37049;33.337;1.844
37050;50.615;1.699
37051;58.307;3.677
37052;62.739;2.656
37055;52.493;27.024
37057;48.771;834
37058;49.660;7.081
37059;43.404;1.552
37060;63.170;2.230
37061;44.707;5.153
37062;68.774;10.745
37064;93.768;48.118
37066;61.810;42.758
37067;108.947;23.652
37069;148.396;18.899
37072;64.034;30.215
37073;62.922;13.350
37074;52.149;6.965
37075;82.431;59.256
37076;67.758;35.230
37078;52.895;674
37079;51.751;2.578
37080;68.154;7.384
37082;73.327;6.107
37083;40.512;13.909
37085;64.933;4.035
37086;62.963;31.513
37087;63.201;41.132
37090;66.537;12.922
37091;49.375;21.005
37095;43.534;1.854
37096;39.331;5.503
37097;42.564;2.294
37098;49.939;5.382
37101;48.524;6.422
37110;44.628;32.495
37115;43.453;37.316
37118;61.855;1.264
37122;83.142;46.463
37127;76.125;15.786
37128;69.543;38.966
37129;73.769;49.103
37130;53.472;52.070
37132;21.863;2.776
37134;60.228;3.061
37135;103.310;9.681
37137;54.478;2.725
37138;76.131;22.191
37140;62.994;1.365
37142;62.739;1.902
37143;67.100;3.818
37144;59.399;3.344
37145;49.661;2.157
37146;75.095;7.182
37148;54.849;21.536
37149;49.381;2.210
37150;44.423;4.894
37151;50.962;565
37153;70.581;5.520
37160;45.048;31.716
37165;57.120;70
37166;46.417;13.446
37167;65.633;49.322
37171;62.739;917
37172;55.336;28.291
37174;80.507;26.418
37175;44.871;1.015
37178;43.316;2.112
37179;95.544;11.767
37180;54.642;3.033
37181;55.800;1.534
37183;50.304;3.118
37184;56.687;5.844
37185;48.580;8.638
37186;48.415;9.184
37187;50.961;6.829
37188;64.428;13.643
37189;58.096;3.320
37190;44.786;8.787
37191;59.084;4.020
37201;63.173;2.137
37203;41.867;11.883
37204;92.763;12.031
37205;145.628;24.057
37206;46.948;25.699
37207;39.930;34.880
37208;35.108;16.067
37209;50.009;33.519
37210;33.300;16.067
37211;53.732;74.755
37212;74.779;20.148
37213;18.933;218
37214;57.357;28.973
37215;145.325;21.190
37216;52.783;17.848
37217;49.891;29.599
37218;46.452;13.059
37219;63.586;1.162
37220;152.425;5.786
37221;88.895;36.610
37228;38.210;1.160
37240;44.897;754
37301;31.802;1.429
37302;76.334;3.730
37303;47.032;25.461
37305;31.671;889
37306;47.209;2.668
37307;44.632;4.870
37308;56.137;2.772
37309;54.463;2.138
37310;59.581;4.135
37311;45.133;27.373
37312;65.450;30.962
37313;36.485;1.731
37315;88.981;1.556
37317;46.212;2.403
37318;44.310;1.978
37321;43.833;19.113
37322;48.495;8.239
37323;51.405;30.439
37324;46.838;5.322
37325;45.598;1.845
37326;46.212;467
37327;45.073;11.174
37328;48.624;1.364
37329;44.691;5.588
37330;56.878;6.784
37331;47.860;7.656
37332;44.871;2.609
37333;34.335;534
37334;55.273;21.700
37335;48.990;2.778
37336;54.399;4.202
37337;43.763;1.470
37338;42.049;3.093
37339;32.989;2.018
37340;62.536;607
37341;73.268;12.085
37342;44.265;3.579
37343;74.930;40.042
37345;45.094;2.311
37347;54.852;7.559
37348;50.055;1.131
37350;172.658;1.866
37351;59.068;390
37352;21.399;1.128
37353;59.352;4.513
37354;46.919;16.483
37355;45.851;22.806
37356;43.794;2.486
37357;45.838;4.460
37359;36.925;504
37360;61.021;1.732
37361;45.914;1.478
37362;46.152;3.395
37363;80.968;32.242
37365;33.073;1.314
37366;36.855;828
37367;37.507;10.247
37369;44.917;956
37370;55.277;4.652
37373;62.112;3.074
37374;50.198;2.047
37375;62.173;3.711
37376;63.251;418
37377;112.507;15.310
37379;66.651;26.835
37380;48.360;6.289
37381;45.538;8.855
37385;41.318;8.131
37387;39.145;3.323
37388;51.100;23.277
37391;38.697;1.598
37394;60.368;105
37396;62.536;257
37397;46.599;10.127
37398;50.800;14.229
3740;61.154;760
37402;21.351;3.917
37403;43.273;5.811
37404;32.425;13.327
37405;64.529;14.597
37406;30.626;14.627
37407;37.527;8.932
37408;32.910;1.486
37409;54.778;2.851
3741;64.937;3.590
37410;24.018;3.886
37411;48.564;17.587
37412;47.491;20.951
37415;59.255;23.873
37416;56.838;14.486
37419;78.851;6.100
37421;75.806;46.227
3743;51.372;13.840
3745;93.315;1.468
3746;93.315;194
3748;70.303;4.747
3750;170.957;951
3751;77.239;308
3752;63.213;746
3753;87.997;2.169
3754;50.574;19
3755;118.009;9.900
37601;48.824;35.712
37604;50.439;31.792
37615;68.851;19.560
37616;44.642;4.874
37617;58.868;14.251
37618;48.838;12.747
37620;50.817;39.102
37640;36.682;3.743
37641;44.750;8.567
37642;47.372;14.947
37643;38.235;31.694
37645;56.066;5.145
3765;49.288;448
37650;44.955;12.750
37656;58.249;3.677
37657;32.917;972
37658;33.652;4.386
37659;65.097;27.585
3766;73.873;8.867
37660;49.316;40.038
37663;70.211;14.617
37664;59.994;26.880
37665;37.748;5.589
3768;97.030;1.679
37680;38.528;766
37681;48.991;6.121
37682;60.302;667
37683;37.339;13.021
37686;65.752;7.072
37687;44.634;5.038
37688;48.199;1.018
37690;50.853;4.122
37691;38.528;894
37692;59.165;4.770
37694;44.841;1.955
3770;93.315;347
37701;50.349;6.817
37705;56.660;4.559
37708;39.717;6.563
37709;45.437;3.732
3771;61.591;738
37710;41.975;1.141
37711;44.923;5.044
37713;44.725;1.488
37714;50.895;4.547
37715;28.255;1.000
37716;54.224;25.749
37719;51.963;168
37721;56.521;12.733
37722;38.370;6.056
37723;44.999;944
37724;51.425;2.874
37725;54.916;16.919
37726;44.009;2.037
37727;40.259;2.043
37729;37.056;1.456
3773;54.854;7.502
37730;26.401;59
37731;44.948;711
37732;39.118;139
37733;48.238;64
37737;62.136;5.785
37738;49.548;5.287
3774;49.288;1.936
37742;63.530;5.837
37743;45.436;25.588
37745;47.969;18.401
37748;47.686;17.857
37752;43.155;6.516
37753;33.218;814
37754;57.094;4.729
37755;42.658;3.688
37756;39.298;2.810
37757;45.628;9.337
37760;45.527;12.931
37762;38.133;3.126
37763;59.582;15.794
37764;65.502;9.258
37765;36.516;546
37766;35.309;18.850
37769;40.974;5.990
3777;66.151;1.089
37770;39.396;2.646
37771;49.972;15.380
37772;88.168;11.146
37774;63.596;18.321
37777;61.449;11.272
37779;38.068;3.978
3779;66.151;710
3780;49.362;449
37801;52.387;25.124
37803;70.355;31.668
37804;55.650;24.682
37806;52.334;2.868
37807;39.350;9.923
37809;42.885;2.278
3781;93.315;1.892
37810;41.729;1.928
37811;42.097;3.215
37813;44.581;17.444
37814;54.492;33.071
37818;46.276;4.998
37819;39.677;713
3782;74.054;2.823
37820;46.852;7.495
37821;40.364;22.608
37825;45.397;8.399
37826;56.404;4.361
37828;60.284;1.430
37829;48.857;1.804
37830;68.681;29.700
3784;73.403;3.742
37840;52.064;10.021
37841;36.161;9.605
37843;46.442;3.725
37845;51.963;494
37846;51.527;5.030
37847;39.989;2.714
37848;40.688;246
37849;64.460;25.459
3785;51.208;2.070
37851;26.401;36
37852;39.867;2.558
37853;55.901;3.815
37854;44.157;13.108
37857;42.596;21.309
37860;53.248;4.113
37861;39.981;8.340
37862;52.380;20.934
37863;50.655;6.569
37865;56.847;20.912
37866;50.263;1.699
37869;31.178;5.031
37870;41.783;4.580
37871;51.623;9.134
37872;47.505;2.041
37873;52.053;4.073
37874;45.673;14.979
37876;53.434;29.246
37877;54.443;8.464
37878;58.178;514
37879;35.730;10.634
37880;50.990;3.477
37881;40.337;2.291
37882;60.767;2.699
37885;56.866;5.067
37886;58.005;4.418
37887;45.455;7.511
37888;41.643;2.741
37890;48.617;6.668
37891;52.020;3.626
37892;33.928;2.007
37902;36.152;1.586
37909;59.240;15.168
37912;44.223;20.673
37914;47.576;19.663
37915;18.409;5.647
37916;13.347;12.507
37917;38.187;24.072
37918;54.600;42.835
37919;93.905;28.194
37920;50.775;39.087
37921;45.838;28.233
37922;123.431;33.180
37923;75.981;27.457
37924;55.825;11.259
37931;73.399;26.109
37932;83.801;14.527
37934;112.648;24.107
37938;73.354;17.085
38001;49.451;4.719
38002;94.330;38.927
38004;75.938;9.866
38006;58.697;5.143
38007;45.832;91
38008;41.620;9.721
3801;80.794;21.560
38011;61.808;9.908
38012;43.505;14.575
38015;56.291;2.828
38016;79.038;43.079
38017;119.031;48.642
38018;94.234;35.059
38019;48.067;15.601
38021;45.956;59
38023;59.180;6.146
38024;48.159;27.406
38028;102.110;6.883
38029;93.741;80
38030;45.832;977
38034;43.212;2.998
38036;59.078;478
38037;41.032;1.773
38039;46.878;1.804
38040;47.078;5.193
38041;37.397;5.085
38042;39.482;796
38044;48.800;865
38046;71.644;108
38047;45.832;91
